	-2500:-2401	-2400:-2301	-2300:-2201	-2200:-2101	-2100:-2001	-2000:-1901	-1900:-1801	-1800:-1701	-1700:-1601	-1600:-1501	-1500:-1401	-1400:-1301	-1300:-1201	-1200:-1101	-1100:-1001	-1000:-901	-900:-801	-800:-701	-700:-601	-600:-501	-500:-401	-400:-301	-300:-201	-200:-101	-100:-1	0:99	100:199	200:299	300:399	400:499	500:599	600:699	700:799	800:899	900:999	1000:1099	1100:1199	1200:1299	1300:1399	1400:1499	1500:1599	1600:1699	1700:1799	1800:1899	1900:1999	2000:2099	2100:2199	2200:2299	2300:2399	2400:2499
TSS_00357	166	294.48	333.52	149.52	0.48	0	0	87	201	213	131	159	168	41	174	312.48	248.56	187.48	77.44	20.2	318.84	460.84	187.88	118.28	191.28	229.72	202	71	39.36	925.6	2492.52	2047.56	852.72	727.2	528.36	508.72	489.92	386.04	197.12	30.88	152	266	327	242	121	66	0	17.28	99.72	98.08
TSS_00360	192.96	234.96	191.04	161.68	295.32	405.32	321.68	287	234	258	396	322	223.12	567.88	615.96	427.4	477.56	589.8	540.32	561.6	848.76	926.56	626.6	284.76	328.64	441.04	208.04	0.96	0	68	100	46.96	146.04	205.04	153.96	80	42	228	334	258.56	221.44	113.44	107.56	209.52	273.48	324.48	221.52	66	0	48
TSS_00362	0	0	0	0	30	100	93	191	196	151	181	215	341	295	231	148	28	208	500	308	100	385	473	199	46	321	707	579	408	415	378	357	288	128	273	646	527	362	490	592	392	251	311	186	206	233	301	354	200	76
TSS_00364	357	200	138	100	70	100	74	0	10.08	180.92	189.92	38.88	191.2	180.2	8.8	0	48	211	403.36	469.64	330.64	119.36	184	260.8	362.76	565.64	371.24	73.56	0	0	0	0	124	262	257	471.84	614.16	326.16	285.32	471.52	490.52	452.8	327.68	287.32	498.68	492.36	302.64	200	100	64.52
TSS_00367	14	123	186	132	143.04	371.96	374.96	207.04	236	369.52	343.48	122.48	157.4	328.12	451.2	716.04	1042.68	745.84	252.68	248	617.56	1291.2	1444.36	1040.8	536.64	209.16	310.84	397.08	413.92	464.76	375.24	160	155	244	147.56	121.44	97.44	9.8	90.76	161	317.92	425.84	191.32	12.84	150.08	367.08	289.92	231	165	159
TSS_00373	4670	2290	414	100	126	200	267	453	451	147	37	231	436	386	307	183	30	176	339	336	251	88	0	0	0	0	44	316	526	391	318	322	256	375	652	396	135	293	336	393	433	256	473	565	227	93	0	112	206	188
TSS_00375	222	23	0	0	0	16.56	101.28	181.6	98.72	14.72	165.12	187.12	118.88	100	26.12	188.88	314.88	287.12	186.04	122.96	88.96	1.04	0	97	338	609	634	439.52	331.08	252.88	96.92	1.6	0	143.48	375.52	418.4	495.8	436.92	338.68	305.8	417.4	659.4	472.6	260	278	211	216	165	6	0
TSS_00376	10.4	97.6	89.6	74.4	200	128	26	100	74	0	0	96	200	194.28	223.72	307.72	346.28	202	112	428.24	1156.4	1795.12	1292.6	564.64	569	530.4	523.04	834.24	1421.8	1903.08	1555.08	733.72	402.04	445.6	305.84	223.16	192.2	54.8	150	191.68	202.32	341.32	347.72	365.96	378.96	188.04	21	45	313	525
TSS_00377	190	126	35	100	75	0	0	0	13.44	99.56	86.56	0.44	20.16	128.84	179.84	71.16	42	100	58	0	0	0	0	0	55	100	45	0	0	89.68	199.32	110.32	5.48	136.2	225.2	163.8	158	149	112	51	0	106	200	175	200	125.72	142.28	218.24	362.08	407.72
TSS_00379	242	234	386	409	192	22	58	277	242	174	200	49	0	1	100	202	200	152	200	145	86	100	72	100	42	128	300	225	294	247	105	200	118	109	183	91	100	177	286	275	173	230	162	149	240	407	440	262	99	0
